spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
607,286,2000-02-01,IBM Corporation,RS/6000 44P-270  1 CPU  4MB L2,0,false,313.0,366.0,307.0,227.0,284.0,311.0,273.0,380.0,924.0,528.0,215.0,272.0,261.0,305.0,205.0,292.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00203.html
608,286,2000-10-01,IBM Corporation,RS/6000 44P-270  1 CPU  8MB L2,0,false,327.0,378.0,314.0,275.0,287.0,315.0,278.0,391.0,997.0,558.0,221.0,284.0,270.0,307.0,205.0,319.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00209.html
609,288,2001-10-01,IBM Corporation,RS/6000 44P-270   8MBL2,0,false,426.0,433.0,577.0,402.0,330.0,323.0,324.0,958.0,1074.0,524.0,455.0,365.0,284.0,351.0,255.0,362.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00959.html
610,341,2000-06-01,IBM Corporation,RS/6000 Model 7026-F80  1 CPU,0,false,205.0,210.0,342.0,194.0,159.0,183.0,172.0,310.0,211.0,199.0,233.0,175.0,216.0,188.0,137.0,240.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00081.html
611,341,2000-06-01,IBM Corporation,RS/6000 Model 7026-H80  1 CPU,0,false,205.0,210.0,342.0,194.0,159.0,183.0,172.0,310.0,211.0,199.0,233.0,175.0,216.0,188.0,137.0,240.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00080.html
612,342,2000-06-01,IBM Corporation,RS/6000 Model 7026-M80  1 CPU,0,false,243.0,250.0,364.0,234.0,169.0,191.0,191.0,429.0,491.0,206.0,275.0,219.0,231.0,199.0,152.0,263.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00085.html
613,286,2000-08-01,IBM Corporation,1 CPU,0,false,322.0,337.0,514.0,276.0,277.0,292.0,237.0,251.0,952.0,444.0,364.0,282.0,245.0,293.0,193.0,314.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00140.html
614,286,2000-02-01,IBM Corporation,1 CPU,0,false,330.0,382.0,315.0,267.0,284.0,314.0,279.0,392.0,988.0,654.0,223.0,284.0,271.0,309.0,200.0,318.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000125-00041.html
615,288,2002-01-01,IBM Corporation,1 CPU,0,false,426.0,433.0,577.0,402.0,330.0,323.0,324.0,958.0,1074.0,524.0,455.0,365.0,284.0,351.0,255.0,362.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020118-01215.html
616,76,2003-10-01,IBM Corporation,eServer 325  64-bit pgi  SuSE SLES8 Linux,0,false,1217.0,1231.0,1337.0,1882.0,1086.0,1057.0,1461.0,2127.0,1244.0,1281.0,1255.0,1103.0,1221.0,1239.0,498.0,1048.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02462.html
617,78,2004-05-01,IBM Corporation,eServer 325 TM,0,false,1428.0,1553.0,1571.0,2055.0,1392.0,1345.0,1804.0,2442.0,1483.0,1336.0,1581.0,1262.0,1224.0,1322.0,672.0,1281.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040525-03057.html
618,78,2004-10-01,IBM Corporation,eServer 326 TM,0,false,1648.0,1771.0,1710.0,2527.0,1574.0,1544.0,1786.0,2657.0,2195.0,1479.0,1920.0,1400.0,1735.0,1364.0,677.0,1564.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041025-03454.html
619,487,2003-07-01,ION Computer Systems,I2X2,0,false,1817.0,1817.0,1247.0,3466.0,2027.0,3125.0,1029.0,3538.0,6580.0,2270.0,1567.0,1274.0,1445.0,908.0,1305.0,837.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030709-02373.html
620,490,2004-05-01,ION Computer Systems,I2X2,0,false,1984.0,2001.0,1289.0,3586.0,2151.0,3459.0,1294.0,3329.0,5774.0,2748.0,1720.0,1379.0,1608.0,1113.0,1576.0,930.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040528-03062.html
621,488,2003-07-01,ION Computer Systems,I2X4,0,false,2038.0,2043.0,1265.0,3938.0,2317.0,3353.0,1234.0,3619.0,6164.0,3028.0,1897.0,1429.0,1687.0,1105.0,1480.0,881.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040528-03066.html
622,557,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard,100,false,254.0,264.0,356.0,262.0,187.0,202.0,505.0,233.0,242.0,198.0,271.0,264.0,272.0,249.0,166.0,299.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00831.html
623,557,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard  1.0B GHz,133,false,303.0,292.0,401.0,298.0,179.0,226.0,524.0,376.0,322.0,247.0,432.0,274.0,313.0,324.0,191.0,323.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03610.html
624,557,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard  1.0B GHz,133,false,297.0,310.0,401.0,334.0,215.0,251.0,527.0,288.0,312.0,246.0,309.0,306.0,322.0,290.0,169.0,341.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00853.html
625,558,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard,100,false,258.0,268.0,370.0,248.0,181.0,200.0,546.0,233.0,236.0,198.0,282.0,272.0,275.0,256.0,182.0,306.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00829.html
626,574,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard,133,false,269.0,280.0,350.0,338.0,204.0,236.0,430.0,272.0,308.0,232.0,268.0,269.0,290.0,257.0,136.0,299.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00850.html
627,576,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard,133,false,280.0,292.0,368.0,334.0,208.0,242.0,464.0,280.0,310.0,237.0,282.0,284.0,304.0,269.0,147.0,316.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00851.html
628,577,2001-08-01,Intel Corporation,Intel D815EEA2 motherboard,133,false,288.0,300.0,386.0,336.0,210.0,246.0,493.0,283.0,310.0,244.0,296.0,293.0,310.0,279.0,158.0,326.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00833.html
629,512,2004-11-01,Intel Corporation,Intel D925XECV2 motherboard 2.8E GHz,800,false,1496.0,1497.0,2316.0,2344.0,1302.0,1333.0,1260.0,2289.0,2902.0,1736.0,1642.0,926.0,1954.0,1306.0,504.0,1046.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03595.html
630,514,2004-11-01,Intel Corporation,Intel D925XECV2 motherboard 3.0E GHz,800,false,1568.0,1571.0,2434.0,2383.0,1380.0,1402.0,1347.0,2389.0,2977.0,1819.0,1728.0,971.0,2032.0,1374.0,540.0,1103.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03593.html
631,517,2004-11-01,Intel Corporation,Intel D925XECV2 motherboard,800,false,1839.0,1842.0,2847.0,2534.0,1668.0,1660.0,1695.0,2748.0,3229.0,2117.0,2030.0,1112.0,2262.0,1638.0,681.0,1400.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03591.html
632,543,2006-06-01,Intel Corporation,Intel D945GPM motherboard  Intel  R TM  D,800,false,1750.0,1754.0,3344.0,2338.0,1329.0,1564.0,1279.0,3156.0,4272.0,2568.0,1775.0,1079.0,1912.0,1403.0,587.0,1167.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06873.html
633,572,1999-11-01,Intel Corporation,Intel OR840 motherboard,0,false,243.0,0.0,285.0,434.0,214.0,216.0,292.0,274.0,322.0,230.0,148.0,257.0,263.0,225.0,122.0,273.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00018.html
634,557,2000-04-01,Intel Corporation,Intel OR840,133,false,327.0,335.0,422.0,493.0,279.0,278.0,512.0,311.0,410.0,256.0,313.0,298.0,329.0,296.0,176.0,366.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000718-00169.html
635,569,1999-11-01,Intel Corporation,Intel SE440BX-2,0,false,204.0,215.0,243.0,268.0,176.0,171.0,255.0,217.0,257.0,195.0,169.0,231.0,216.0,195.0,107.0,228.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00061.html
636,571,1999-11-01,Intel Corporation,Intel SE440BX-2,0,false,213.0,223.0,256.0,267.0,181.0,176.0,273.0,223.0,259.0,202.0,179.0,243.0,225.0,205.0,115.0,240.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00063.html
637,573,1999-12-01,Intel Corporation,Intel SE440BX-2,0,false,219.0,230.0,268.0,268.0,185.0,180.0,291.0,225.0,262.0,206.0,187.0,251.0,231.0,213.0,123.0,249.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00065.html
638,574,1999-12-01,Intel Corporation,Intel SE440BX-2,0,false,226.0,237.0,281.0,267.0,189.0,185.0,309.0,228.0,263.0,210.0,195.0,260.0,238.0,222.0,131.0,258.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00067.html
639,565,1999-03-01,Intel Corporation,Intel SE440BX2 Motherboard,100,false,177.0,178.0,210.0,245.0,138.0,151.0,217.0,227.0,241.0,141.0,216.0,186.0,178.0,178.0,75.3,173.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020311-01277.html
640,566,1999-03-01,Intel Corporation,Intel SE440BX2 Motherboard,100,false,191.0,193.0,229.0,257.0,148.0,161.0,240.0,243.0,259.0,147.0,230.0,204.0,191.0,196.0,83.5,188.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020225-01269.html
641,557,2000-03-01,Intel Corporation,Intel VC820,0,false,273.0,284.0,332.0,368.0,232.0,221.0,389.0,276.0,317.0,233.0,229.0,289.0,285.0,259.0,164.0,317.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00052.html
642,557,2000-03-01,Intel Corporation,Intel VC820  1.0B GHz,133,false,304.0,318.0,393.0,406.0,246.0,244.0,535.0,295.0,379.0,233.0,296.0,283.0,312.0,282.0,169.0,345.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00393.html
643,570,1999-11-01,Intel Corporation,Intel VC820,0,false,222.0,233.0,254.0,363.0,193.0,187.0,265.0,247.0,294.0,206.0,175.0,236.0,236.0,203.0,111.0,247.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00059.html
644,572,1999-11-01,Intel Corporation,Intel VC820,0,false,234.0,244.0,272.0,363.0,202.0,196.0,291.0,256.0,299.0,213.0,187.0,248.0,247.0,216.0,121.0,263.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00057.html
645,574,1999-12-01,Intel Corporation,Intel VC820,0,false,245.0,256.0,288.0,365.0,210.0,204.0,316.0,263.0,304.0,218.0,199.0,260.0,259.0,228.0,132.0,278.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00054.html
646,574,2000-03-01,Intel Corporation,Intel VC820  800EB MHz,133,false,274.0,286.0,346.0,399.0,224.0,232.0,438.0,278.0,365.0,219.0,257.0,253.0,285.0,251.0,136.0,301.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00390.html
647,576,2000-03-01,Intel Corporation,Intel VC820,133,false,285.0,297.0,364.0,402.0,233.0,238.0,473.0,285.0,368.0,223.0,271.0,263.0,294.0,261.0,147.0,316.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00392.html
648,577,2000-03-01,Intel Corporation,Intel VC820,133,false,295.0,309.0,380.0,403.0,239.0,244.0,505.0,292.0,374.0,230.0,282.0,273.0,304.0,273.0,158.0,330.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00396.html
649,557,2000-03-01,Intel Corporation,Intel VC820,133,false,304.0,314.0,400.0,408.0,248.0,248.0,508.0,292.0,376.0,232.0,300.0,285.0,304.0,278.0,175.0,343.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00157.html
650,560,2000-07-01,Intel Corporation,Intel VC820,133,false,320.0,331.0,428.0,407.0,255.0,258.0,567.0,299.0,381.0,238.0,323.0,302.0,321.0,296.0,197.0,367.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000801-00173.html
651,574,1999-11-01,Intel Corporation,Intel VC820,133,false,273.0,282.0,348.0,404.0,226.0,233.0,415.0,276.0,364.0,219.0,260.0,256.0,274.0,247.0,141.0,302.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00164.html
652,575,2000-03-01,Intel Corporation,Intel VC820,100,false,259.0,268.0,341.0,346.0,211.0,213.0,434.0,248.0,316.0,199.0,258.0,247.0,258.0,240.0,149.0,292.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00162.html
653,576,2000-03-01,Intel Corporation,Intel VC820,133,false,284.0,294.0,367.0,406.0,236.0,240.0,446.0,282.0,367.0,223.0,274.0,265.0,284.0,258.0,153.0,316.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00160.html
654,577,2000-05-01,Intel Corporation,Intel VC820,133,false,295.0,305.0,383.0,407.0,242.0,245.0,478.0,288.0,373.0,230.0,288.0,276.0,295.0,270.0,164.0,330.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00158.html
655,523,2005-02-01,Intel Corporation,Intel R  D925XECV2 motherboard  Intel R R,800,false,1894.0,1898.0,2736.0,2514.0,1618.0,1589.0,1584.0,3495.0,4556.0,2092.0,2015.0,1317.0,2244.0,1568.0,650.0,1354.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050218-03881.html
656,578,2005-02-01,Intel(R) Corporation,IBM Thinkpad T43 Type 1871-48U R  M proce,533,false,1080.0,1082.0,1257.0,1244.0,917.0,830.0,1236.0,2319.0,2591.0,1141.0,1164.0,759.0,1197.0,822.0,405.0,831.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05378.html
657,519,2006-06-01,Intel(R) Corporation,Intel D945GPM motherboard  Intel  R TM  4,800,false,1714.0,1718.0,3210.0,2324.0,1301.0,1542.0,1263.0,3066.0,4094.0,2520.0,1733.0,1054.0,1883.0,1389.0,576.0,1147.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07208.html
658,547,2006-07-01,Intel(R) Corporation,Intel R  D945GPM motherboard  Intel R TM,800,false,2009.0,2015.0,3687.0,2454.0,1553.0,1773.0,1556.0,3732.0,4857.0,2882.0,2051.0,1247.0,2123.0,1613.0,717.0,1370.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06889.html
659,547,2006-07-01,Intel(R) Corporation,Intel R  D945GPM motherboard  Intel R TM,800,false,2009.0,2015.0,3687.0,2454.0,1553.0,1773.0,1556.0,3732.0,4857.0,2882.0,2051.0,1247.0,2123.0,1613.0,717.0,1370.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06822.html
660,524,2006-07-01,Intel(R) Corporation,Intel R  D945GPM motherboard  Intel R TM,800,false,2034.0,2037.0,3673.0,2464.0,1590.0,1796.0,1610.0,3775.0,4705.0,2891.0,2079.0,1264.0,2156.0,1646.0,737.0,1409.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06882.html
661,549,2006-03-01,Intel(R) Corporation,Intel R  D975XBX motherboard  R  pro,1066,false,2232.0,2236.0,4283.0,3018.0,1683.0,1989.0,1608.0,3951.0,5552.0,3332.0,2269.0,1365.0,2458.0,1798.0,736.0,1483.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060417-05874.html
662,421,2006-07-01,Intel(R) Corporation,Intel R  D975XBX motherboard  Intel R  Core TM  2,1066,false,2847.0,2846.0,4230.0,2672.0,1825.0,2117.0,2858.0,6954.0,10297.0,3457.0,2912.0,2105.0,2664.0,2053.0,1174.0,1890.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06485.html
663,421,2006-07-01,Intel(R) Corporation,Intel R  D975XBX motherboard  Intel R  Core TM  2,1066,false,2836.0,2836.0,4238.0,2675.0,1823.0,2116.0,2763.0,6931.0,10259.0,3462.0,2909.0,2098.0,2639.0,2053.0,1174.0,1890.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06489.html
664,548,2006-01-01,Intel(R) Corporation,Intel R  D975XBX motherboard  Intel R R,1066,false,2000.0,2006.0,2832.0,2780.0,1577.0,1656.0,1512.0,3683.0,5281.0,3008.0,2100.0,1255.0,2296.0,1594.0,687.0,1355.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060321-05807.html
665,549,2006-03-01,Intel(R) Corporation,Intel R  D975XBX motherboard  Intel R R,1066,false,2104.0,2108.0,2968.0,2811.0,1667.0,1741.0,1624.0,3935.0,5494.0,3131.0,2216.0,1322.0,2383.0,1682.0,740.0,1439.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060321-05803.html
666,549,2006-11-01,Intel(R) Corporation,Intel R  D975XBX2 motherboard   Intel R TM,1066,false,2212.0,2219.0,4245.0,3000.0,1668.0,1973.0,1596.0,3919.0,5503.0,3308.0,2248.0,1351.0,2436.0,1785.0,726.0,1470.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08046.html
667,435,2006-11-01,Intel(R) Corporation,Intel R  D975XBX2 motherboard  Intel R  Core TM  2,1066,false,2732.0,2735.0,4337.0,2880.0,1698.0,2144.0,2492.0,6431.0,9219.0,3568.0,2781.0,1926.0,2659.0,1984.0,1060.0,1801.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08054.html
668,421,2006-11-01,Intel(R) Corporation,Intel R  D975XBX2 motherboard  Intel R  Core TM  2,1066,false,2909.0,2910.0,4483.0,2929.0,1830.0,2243.0,2713.0,6938.0,10079.0,3714.0,2991.0,2077.0,2796.0,2103.0,1152.0,1940.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08051.html
669,389,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2045.0,2049.0,3582.0,2933.0,1277.0,1841.0,1781.0,4127.0,5406.0,2821.0,1971.0,1202.0,2165.0,1585.0,740.0,1347.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08473.html
670,389,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2049.0,2052.0,3574.0,2987.0,1278.0,1848.0,1781.0,4131.0,5406.0,2829.0,1972.0,1195.0,2175.0,1584.0,740.0,1349.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06877.html
671,389,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,1963.0,1965.0,3361.0,2524.0,1253.0,1718.0,1783.0,4044.0,5284.0,2693.0,1886.0,1180.0,2066.0,1517.0,742.0,1297.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07200.html
672,391,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2238.0,2241.0,3863.0,2951.0,1418.0,1973.0,2018.0,4584.0,5920.0,3057.0,2183.0,1330.0,2366.0,1721.0,842.0,1492.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08477.html
673,391,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2259.0,2262.0,3886.0,3018.0,1431.0,1995.0,2029.0,4612.0,5960.0,3099.0,2203.0,1332.0,2397.0,1734.0,847.0,1508.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06818.html
674,393,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2 D,1066,false,2601.0,2604.0,4200.0,3164.0,1598.0,2182.0,2272.0,5796.0,8378.0,3422.0,2606.0,1761.0,2630.0,1920.0,956.0,1672.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08481.html
675,394,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2777.0,2776.0,4328.0,3112.0,1739.0,2252.0,2510.0,6435.0,9322.0,3546.0,2774.0,1939.0,2775.0,2043.0,1062.0,1775.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08485.html
676,394,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,2847.0,2850.0,4489.0,3319.0,1764.0,2342.0,2523.0,6465.0,9348.0,3714.0,2877.0,1953.0,2860.0,2089.0,1067.0,1844.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06815.html
677,541,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R TM,800,false,1768.0,1773.0,3536.0,2703.0,1304.0,1593.0,1213.0,3045.0,4413.0,2659.0,1768.0,1074.0,1964.0,1417.0,558.0,1152.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08457.html
678,421,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,3046.0,3049.0,4691.0,3343.0,1908.0,2438.0,2759.0,7097.0,10278.0,3897.0,3114.0,2126.0,3018.0,2220.0,1173.0,1990.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06481.html
679,421,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R  Core TM  2,1066,false,3048.0,3050.0,4697.0,3343.0,1908.0,2439.0,2759.0,7103.0,10278.0,3897.0,3120.0,2127.0,3020.0,2220.0,1174.0,1990.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06850.html
680,543,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R TM,800,false,1866.0,1870.0,3690.0,2768.0,1384.0,1680.0,1299.0,3241.0,4627.0,2795.0,1864.0,1133.0,2075.0,1493.0,597.0,1224.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08461.html
681,544,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R TM,800,false,1960.0,1966.0,3837.0,2823.0,1464.0,1761.0,1384.0,3433.0,4839.0,2924.0,1960.0,1193.0,2184.0,1566.0,636.0,1295.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08465.html
682,546,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R TM,800,false,2048.0,2055.0,3963.0,2867.0,1539.0,1836.0,1468.0,3621.0,5033.0,3044.0,2052.0,1245.0,2276.0,1635.0,676.0,1364.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08453.html
683,547,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R TM,800,false,2133.0,2138.0,4081.0,2900.0,1611.0,1906.0,1551.0,3805.0,5221.0,3149.0,2140.0,1299.0,2359.0,1699.0,715.0,1431.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08469.html
684,549,2006-07-01,Intel(R) Corporation,Intel R  DG965WH motherboard  Intel R R,1066,false,2280.0,2283.0,4380.0,3332.0,1714.0,2035.0,1615.0,3992.0,5616.0,3403.0,2314.0,1354.0,2544.0,1839.0,735.0,1515.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06849.html
685,442,2006-02-01,Intel(R) Corporation,Lenovo Thinkpad T60 Type 1951-IXU  Intel R  Core,667,false,1318.0,1315.0,1452.0,1792.0,979.0,1129.0,1336.0,2584.0,3398.0,1995.0,1419.0,791.0,1488.0,1046.0,420.0,971.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05374.html
686,445,2006-02-01,Intel(R) Corporation,Lenovo Thinkpad T60 Type 1951-IXU  Intel R  Core,667,false,1581.0,1580.0,1772.0,1930.0,1218.0,1317.0,1726.0,3232.0,3836.0,2197.0,1743.0,961.0,1736.0,1251.0,541.0,1202.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05371.html
687,77,2004-01-01,PathScale; Inc.,ASUS SK8N Motherboard TM  Model 248,0,false,1553.0,1691.0,1631.0,2531.0,1492.0,1420.0,1676.0,2695.0,1788.0,1593.0,1624.0,1303.0,1614.0,1373.0,630.0,1428.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040419-02981.html
688,562,2002-09-01,RLX,1200i,0,false,420.0,437.0,541.0,442.0,331.0,283.0,663.0,472.0,525.0,318.0,580.0,463.0,413.0,422.0,218.0,450.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020927-01702.html
689,574,2002-03-01,RLX,800i,0,false,350.0,363.0,415.0,436.0,316.0,254.0,461.0,403.0,501.0,293.0,476.0,357.0,348.0,336.0,146.0,352.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020927-01700.html
690,745,2000-06-01,SGI,,0,false,274.0,290.0,252.0,274.0,199.0,209.0,249.0,841.0,876.0,189.0,284.0,316.0,227.0,170.0,179.0,217.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000604-00118.html
691,744,2000-06-01,SGI,,0,false,278.0,293.0,248.0,293.0,212.0,213.0,243.0,813.0,862.0,199.0,289.0,317.0,242.0,174.0,171.0,222.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010308-00508.html
692,744,2000-06-01,SGI,,0,false,278.0,0.0,248.0,293.0,212.0,213.0,243.0,817.0,867.0,199.0,288.0,318.0,241.0,174.0,171.0,222.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010308-00509.html
693,747,2001-07-01,SGI,,0,false,362.0,386.0,321.0,310.0,249.0,261.0,348.0,1154.0,1213.0,229.0,475.0,475.0,272.0,211.0,248.0,285.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010716-00752.html
694,746,2000-06-01,SGI,,0,false,319.0,343.0,280.0,300.0,231.0,237.0,289.0,989.0,995.0,222.0,411.0,373.0,259.0,192.0,199.0,252.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000508-00094.html
695,485,2003-02-01,SGI,SGI Altix 3000   Itanium 2,0,false,1396.0,1410.0,1012.0,3168.0,1746.0,2327.0,750.0,2487.0,4007.0,1962.0,1168.0,890.0,1145.0,758.0,920.0,675.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030519-02181.html
696,486,2003-06-01,SGI,SGI Altix 3000   Itanium 2,0,false,1770.0,1783.0,1294.0,3690.0,2164.0,3015.0,988.0,3129.0,5290.0,2455.0,1459.0,1136.0,1429.0,949.0,1216.0,864.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02236.html
697,486,2003-07-01,SGI,SGI Altix 3000   Itanium 2,0,false,1848.0,1854.0,1272.0,3945.0,2316.0,3037.0,1053.0,3269.0,5277.0,2522.0,1493.0,1192.0,1573.0,1050.0,1268.0,898.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040308-02911.html
698,489,2003-06-01,SGI,SGI Altix 3000   Itanium 2,0,false,2041.0,2055.0,1457.0,3952.0,2408.0,3423.0,1145.0,3830.0,6511.0,2863.0,1857.0,1366.0,1531.0,1053.0,1405.0,976.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02227.html
