spec_int1995_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
385,556,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(450MHz; Pentium II processor),18.5,18.5,18.9,19.0,16.9,13.7,21.5,17.7,20.7,20.9,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03449.html
386,566,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(500 MHz; Pentium III processor),20.7,20.7,21.1,21.1,18.8,15.3,24.3,19.7,23.2,23.2,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03453.html
387,567,1999-05-01,Intel Corp.,Intel SE440BX2 Motherboard(550 MHz; Pentium III processor),22.3,22.3,22.7,23.2,20.1,16.3,26.1,21.4,25.4,24.6,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03756.html
388,557,2000-03-01,Intel Corporation,Intel VC820 motherboard,46.6,46.8,49.1,54.7,43.1,26.5,60.7,41.5,55.1,52.5,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04136.html
389,574,1999-12-01,Intel Corporation,Intel VC820 motherboard,38.0,38.4,40.0,42.0,35.7,23.0,48.4,34.3,42.6,43.9,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03965.html
390,570,1999-11-01,Intel Corporation,Intel VC820 motherboard,32.4,32.8,33.0,35.0,30.7,21.4,40.3,29.3,35.5,38.5,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03966.html
391,572,1999-11-01,Intel Corporation,Intel VC820 motherboard,35.2,35.7,35.5,38.5,33.1,22.6,44.4,31.9,39.1,41.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03969.html
392,501,1995-06-01,Intel,XXpress Deskside (1000\120; 1MB L2),3.72,3.72,4.17,3.8,3.67,3.33,4.17,2.62,4.39,3.99,http://www.spec.org/cpu95/results/res9512/p036.html
393,500,1995-06-01,Intel,XXpress Deskside (100MHz),3.33,3.33,3.89,3.29,3.49,2.94,3.69,2.25,4.0,3.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00863.html
394,502,1995-06-01,Intel,XXpress Deskside (1110\133; 1MB L2),4.14,4.14,4.65,4.22,4.09,3.72,4.62,2.9,4.88,4.46,http://www.spec.org/cpu95/results/res9512/p037.html
